B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_REMARKS,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_REGION,E_CAPTURE_TIME,E_CERTIFICATE_FLAG,E_CERTIFICATE_LANGUAGE,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ENC_COUNTY_ORIGINAL,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_REMARKS,E_SPECIES_NAME,E_STATE_CODE,E_WHO_OBTAINED_CODE,E_WHY_REPORTED_CODE,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,SAME_10_MIN_BLOCK
"1","07","8","0","01","3","Mod. per 06569_201307091649B;",0,"0","00","2","","","","350",35.14167,"0922",-92.425,"","06569","","5","1720","Canada Goose","102875222",06/19/2006,"19","06","2006","NE",345.1,"35","","E","E","",10,"US","147",06/06/2012,"06","2012","0","147","2","","01","375",37.91667,"SLOUGH",,"0871",-87.25,"","HATFIELD","05","","LARGE CANADA GOOSE","18","21","07",01/11/2011,"11","01","2011",5,5.58,"102875222","","N"
"1","07","8","0","01","3","Mod. per 06569_201307091649B;",0,"0","00","2","","","","350",35.14167,"0922",-92.425,"","06569","","5","1720","Canada Goose","102875250",06/19/2006,"19","06","2006","NW",331.7,"38","","E","E","lrm: D;;",11,"US","177",01/10/2014,"01","2014","0","177","3","","01","390",39.05292,"By Silver Lake Kansas",,"0955",-95.92438,"","Silver Lake","05","By Silver Lake Kansas","Canada Goose","20","21","07",01/10/2014,"10","01","2014",8,8.58,"102875250","","N"
"1","07","8","0","01","3","Mod. per 06569_201307091649B;",0,"0","00","2","","","","350",35.14167,"0922",-92.425,"","06569","","4","1720","Canada Goose","102875265",06/19/2006,"19","06","2006","SE",579.8,"27","","Y","E","",10,"US","277",12/22/2009,"12","2009","0","277","1","","01","312",31.41667,"",,"0832",-83.41667,"","BROOKFIELD","05","","CANADA GOOSE","13","21","07",12/16/2009,"16","12","2009",4,4.5,"102875265","","N"
"1","07","8","0","01","3","Mod. per 06569_201307091649B;",0,"0","00","2","","","","350",35.14167,"0922",-92.425,"","06569","","5","1720","Canada Goose","102875266",06/19/2006,"19","06","2006","SE",579.8,"27","","Y","E","",10,"US","277",12/22/2009,"12","2009","0","000","1","","01","312",31.41667,"",,"0832",-83.41667,"","BROOKFIELD","05","","CANADA GOOSE","13","21","07",,"99","94","2009",4,4.25,"102875266","","N"
"1","07","8","0","01","3","Mod. per 06569_201307091649B;",0,"0","00","2","","","","350",35.14167,"0922",-92.425,"","06569","","4","1720","Canada Goose","102875267",06/19/2006,"19","06","2006","SE",579.8,"27","","Y","E","",10,"US","277",12/22/2009,"12","2009","0","000","1","","01","312",31.41667,"",,"0832",-83.41667,"","BROOKFIELD","05","","CANADA GOOSE","13","21","07",,"72","12","2009",99,,"102875267","","N"
"1","07","8","0","01","3","Mod. per 06569_201307091649B;",0,"0","00","2","","","","350",35.14167,"0922",-92.425,"","06569","","5","1720","Canada Goose","102875272",06/19/2006,"19","06","2006","",,"00","","E","E","lrm: A;",,"00","000",10/19/2014,"10","2014","0","000","0","","70","000",0,"",,"0000",0,"","Unknown","02","","Canada Goose","00","21","07",10/14/2014,"14","10","2014",99,,"102875272","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","345",34.98556,"0924",-92.78222,"","06569","","5","1720","Canada Goose","102875275",06/20/2006,"20","06","2006","N",299.8,"52","","Y","E","",10,"US","095",03/09/2011,"03","2011","0","047","2","","98","390",39.08333,"",,"0943",-94.58333,"","KANSAS CITY","02","","UNKNOWN","29","21","61",03/09/2011,"09","03","2011",99,,"102875275","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","345",34.98556,"0924",-92.78222,"","06569","","5","1720","Canada Goose","102875296",06/20/2006,"20","06","2006","N",663.5,"50","","E","E","",11,"US","139",12/19/2013,"12","2013","0","037","2","","01","443",44.58517,"",,"0932",-93.35554,"","ELKO","05","","GOOSE","27","21","61",,"99","11","2013",8,8.42,"102875296","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","345",34.98556,"0924",-92.78222,"","06569","","5","1720","Canada Goose","102875322",06/20/2006,"20","06","2006","N",663.5,"50","","E","E","",11,"US","139",12/19/2013,"12","2013","0","037","2","","01","443",44.58517,"",,"0932",-93.35554,"","ELKO","05","","GOOSE","27","21","61",,"99","11","2013",8,8.42,"102875322","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","345",34.98556,"0924",-92.78222,"","06569","","4","1720","Canada Goose","102875328",06/20/2006,"20","06","2006","NE",209,"52","","E","E","",10,"US","017",01/13/2011,"01","2011","0","017","2","","01","370",37.08333,"",,"0900",-90.08333,"","DUCK CREEK STATE WA","05","","Unknown","29","21","07",12/06/2010,"06","12","2010",5,5.5,"102875328","","N"
"4","07","8","0","01","3","",0,"0","00","2","","","","345",34.98556,"0924",-92.78222,"","06569","","4","1720","Canada Goose","102875335",06/20/2006,"20","06","2006","",,"00","","E","E","",,"00","000",01/01/2012,"01","2012","0","027","0","","70","000",0,"",,"0000",0,"","Unknown","02","","Unknown","00","21","07",,"51","01","2012",99,,"102875335","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","345",34.98556,"0924",-92.78222,"","06569","","4","1720","Canada Goose","102875346",06/20/2006,"20","06","2006","NE",772.7,"68","","E","E","lrm: D;;",11,"CA","000",11/27/2014,"11","2014","0","000","6","","52","423",42.50633,"",,"0820",-82.12889,"","Chatham-Kent","07","","Canada Goose","08","21","07",09/01/2014,"01","09","2014",9,9.25,"102875346","","N"
"4","07","8","0","01","3","",0,"0","00","2","","","","345",34.98556,"0924",-92.78222,"","06569","","5","1720","Canada Goose","102875350",06/20/2006,"20","06","2006","N",419.8,"36","","E","E","",10,"US","057",12/30/2011,"12","2011","0","057","2","","01","405",40.91667,"",,"0910",-91.08333,"","BURLINGTON","05","","Unknown","19","21","07",,"80","12","2011",99,,"102875350","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","345",34.98556,"0924",-92.78222,"","06569","","4","1720","Canada Goose","102875353",06/20/2006,"20","06","2006","W",1458,"55","","E","E","",11,"US","001",10/08/2013,"10","2013","0","001","4","","98","394",39.69096,"",,"1184",-118.77737,"","Fallon","02","FOUND BAND NO BIRD","UNKNOWN","32","21","61",10/06/2013,"06","10","2013",99,,"102875353","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","345",34.98556,"0924",-92.78222,"","06569","","4","1720","Canada Goose","102875363",06/20/2006,"20","06","2006","E",594.5,"80","","N","E","lrm: D;",11,"US","045",02/19/2014,"02","2014","0","045","1","","01","345",34.9552,"pond",,"0821",-82.26957,"NECK COLLAR: 1K10 BLACK ON WHITE","Greenville","05","","Canada Goose","45","21","07",02/19/2014,"19","02","2014",8,8.67,"102875363","","N"
"1","07","8","0","01","3","Mod. per 06569_201307091649B;",0,"0","00","2","","","","351",35.19167,"0924",-92.725,"","06569","","4","1720","Canada Goose","102875386",06/20/2006,"20","06","2006","",,"00","","E","E","",,"00","000",08/18/2012,"08","2012","0","003","0","","70","000",0,"",,"0000",0,"","Unknown","02","","CANADA GOOSE","00","21","07",08/18/2012,"18","08","2012",99,,"102875386","","N"
"1","07","8","0","01","3","Mod. per 06569_201307091649B;",0,"0","00","2","","","","351",35.19167,"0924",-92.725,"","06569","","4","1720","Canada Goose","102875411",06/20/2006,"20","06","2006","NE",880.4,"68","","E","E","lrm: A;;",13,"CA","000",10/01/2014,"10","2014","0","000","6","","00","430",43.12083,"Bin brook",,"0794",-79.8045,"","Hamilton","04","","Small Canada Goose","08","21","07",09/25/2014,"25","09","2014",9,9.25,"102875411","","N"
"1","07","8","0","01","3","Mod. per 06569_201307091649B;",0,"0","00","2","","","","351",35.19167,"0924",-92.725,"","06569","","5","1720","Canada Goose","102875469",06/20/2006,"20","06","2006","NE",819.8,"72","","E","E","lrm: D;;;",11,"US","049",03/07/2013,"03","2013","0","049","1","","01","415",41.84038,"water",,"0800",-80.12173,"","Waterford","05","dead","Canada Goose","42","21","07",02/20/2013,"20","02","2013",7,7.67,"102875469","","N"
"1","07","8","0","01","3","Mod. per 06569_201307091649B;",0,"0","00","2","","","","351",35.19167,"0924",-92.725,"","06569","","4","1720","Canada Goose","102875485",06/20/2006,"20","06","2006","E",513.8,"27","","E","E","",10,"US","217",09/19/2011,"09","2011","0","000","1","","01","333",33.58333,"",,"0835",-83.91667,"","COVINGTON","05","","Unknown","13","21","07",,"69","09","2011",99,,"102875485","","N"
"1","07","8","0","01","3","Mod. per 06569_201307091649B;",0,"0","00","2","","","","351",35.19167,"0924",-92.725,"","06569","","4","1720","Canada Goose","102875545",06/20/2006,"20","06","2006","N",303.7,"52","","E","E","",10,"US","175",01/13/2010,"01","2010","0","175","2","","01","393",39.58333,"",,"0922",-92.41667,"","CAIRO","05","","CANADA GOOSE","29","21","61",01/13/2010,"13","01","2010",4,4.58,"102875545","","N"
"1","07","8","0","01","3","Mod. per 06569_201307091649B;",0,"0","00","2","","","","351",35.19167,"0924",-92.725,"","06569","","5","1720","Canada Goose","102875547",06/20/2006,"20","06","2006","",,"00","","Y","E","",,"00","000",09/06/2008,"09","2008","0","","0","","70","000",0,"",,"0000",0,"","Unknown","02","","CANADA GOOSE","00","21","07",,"56","09","2008",99,,"102875547","","N"
"1","07","8","0","01","3","Mod. per 06569_201307091649B;",0,"0","00","2","","","","351",35.19167,"0924",-92.725,"","06569","","5","1720","Canada Goose","102875557",06/20/2006,"20","06","2006","E",370.2,"82","","Y","E","6/26/09 fndr in hospital for cancer treatment, do not contact",10,"US","189",12/03/2008,"12","2008","0","","2","","01","361",36.25,"",,"0861",-86.25,"","LEBANON","05","","GOOSE","47","21","61",,"99","09","2008",3,3.25,"102875557","","N"
"4","07","8","0","01","3","",0,"0","00","2","","","","352",35.48667,"0934",-93.82111,"","06569","","5","1720","Canada Goose","102875567",06/26/2006,"26","06","2006","N",235.8,"38","","Y","E","",10,"US","059",01/02/2011,"01","2011","0","000","3","","01","384",38.75,"",,"0950",-95.08333,"","OTTAWA","05","","Unknown","20","21","07",12/18/2010,"18","12","2010",5,4.5,"102875567","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","352",35.48667,"0934",-93.82111,"","06569","","4","1720","Canada Goose","102875590",06/26/2006,"26","06","2006","NE",669.1,"91","","E","E","",10,"US","087",10/04/2008,"10","2008","0","","2","","01","441",44.25,"",,"0882",-88.41667,"","APPLETON","05","","CANADA GOOSE","55","21","61",10/04/2008,"04","10","2008",3,3.33,"102875590","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","352",35.48667,"0934",-93.82111,"","06569","","5","1720","Canada Goose","102875605",06/26/2006,"26","06","2006","",,"00","","E","E","",,"00","000",01/07/2012,"01","2012","0","077","0","","70","000",0,"",,"0000",0,"","Unknown","02","","Unknown","00","21","07",01/07/2012,"07","01","2012",99,,"102875605","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","352",35.48667,"0934",-93.82111,"","06569","","5","1720","Canada Goose","102875622",06/26/2006,"26","06","2006","N",1075.1,"45","","Y","E","",10,"CA","",10/15/2007,"10","2007","0","","6","","01","504",50.75,"",,"0980",-98.08333,"","LUNDAR","03","","CANADA GOOSE","03","21","61",10/14/2007,"14","10","2007",2,2.33,"102875622","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","352",35.48667,"0934",-93.82111,"","06569","","5","1720","Canada Goose","102875636",06/26/2006,"26","06","2006","NW",700.5,"17","","Y","E","",10,"US","069",09/10/2008,"09","2008","0","","3","","01","402",40.41667,"",,"1050",-105.08333,"","LOVELAND","05","","CANADA GOOSE","08","21","61",,"99","12","2007",2,2.5,"102875636","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","352",35.48667,"0934",-93.82111,"","06569","","4","1720","Canada Goose","102875653",06/26/2006,"26","06","2006","E",322.7,"39","","N","E","",11,"US","157",11/30/2012,"11","2012","0","139","2","","98","370",37.03339,"",,"0882",-88.35004,"","CALVERT CITY","02","","UNKNOWN","21","21","61",11/29/2012,"29","11","2012",99,,"102875653","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","352",35.48667,"0934",-93.82111,"","06569","","5","1720","Canada Goose","102875675",06/26/2006,"26","06","2006","N",874.4,"64","","Y","E","ltr 5/09;;",10,"US","035",09/30/2008,"09","2008","0","GRAND FORKS","3","","01","475",47.91667,"FORKS",,"0970",-97.08333,"","Grand Forks","05","","CANADA GOOSE","38","21","07",09/28/2008,"28","09","2008",3,3.25,"102875675","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","352",35.37333,"0925",-92.96861,"","06569","","5","1720","Canada Goose","100889028",06/25/2009,"25","06","2009","N",915.8,"64","","E","E","",10,"US","063",08/21/2011,"08","2011","0","063","3","","01","480",48.08333,"WHEAT FIELD",,"0980",-98.08333,"","MICHIGAN","05","BLASTED IT","Unknown","38","21","07",08/17/2011,"17","08","2011",3,3.17,"100889028","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","351",35.2075,"0941",-94.20611,"","06569","","4","1720","Canada Goose","104898757",07/01/2009,"01","07","2009","N",1130.4,"45","","E","E","",10,"CA","000",01/03/2012,"01","2012","0","000","6","","01","510",51.08333,"",,"0994",-99.75,"","DAUPHIN","05","","CANADA GOOSE","03","21","61",09/24/2011,"24","09","2011",3,3.25,"104898757","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","352",35.4325,"0942",-94.37,"","06569","","4","1720","Canada Goose","104898821",07/01/2009,"01","07","2009","NE",434.1,"34","","E","E","",10,"US","107",11/07/2010,"11","2010","0","113","2","","01","401",40.25,"",,"0891",-89.25,"","ATLANTA","05","","CANADA GOOSE","17","21","61",11/06/2010,"06","11","2010",2,2.42,"104898821","","N"
"1","07","8","0","01","3","",0,"0","00","2","","","","352",35.4325,"0942",-94.37,"","06569","","4","1720","Canada Goose","104898861",07/01/2009,"01","07","2009","W",3.2,"67","","N","E","",11,"US","135",01/15/2013,"01","2013","0","135","3","","01","352",35.4212,"",,"0942",-94.42606,"","ROLAND","05","","CANADA GOOSE","40","21","61",01/13/2013,"13","01","2013",4,4.58,"104898861","","Y"
"1","07","8","0","01","3","",0,"0","00","2","","","","352",35.37333,"0925",-92.96861,"","06569","","4","1720","Canada Goose","100889170",06/25/2009,"25","06","2009","N",807.4,"64","","E","E","",10,"US","045",08/16/2012,"08","2012","0","045","3","","01","462",46.41667,"",,"0980",-98.08333,"","LA MOURE","05","","CANADA GOOSE","38","21","61",08/16/2012,"16","08","2012",4,4.17,"100889170","","N"
"1","07","8","0","01","3","",0,"0","02","2","","","","362",36.47139,"0941",-94.2825,"NECK COLLAR: MJ41 BLACK ON WHITE;","06569","","5","1720","Canada Goose","104898941",07/07/2009,"07","07","2009","SE",4.2,"52","","E","E","",10,"US","119",01/04/2012,"01","2012","0","119","2","","01","362",36.41667,"",,"0941",-94.25,"NECK COLLAR: MJ41 BLACK ON WHITE","JANE","05","","CANADA GOOSE","29","21","61",01/04/2012,"04","01","2012",3,3.58,"104898941","","Y"
"1","07","8","0","01","3","",0,"0","02","2","","","","362",36.47139,"0941",-94.2825,"NECK COLLAR: MJ58 BLACK ON WHITE;","06569","","5","1720","Canada Goose","104898958",07/07/2009,"07","07","2009","S",4.9,"52","","E","E","",11,"US","119",12/27/2012,"12","2012","0","119","2","","01","362",36.40227,"",,"0941",-94.30521,"NECK COLLAR: MJ58 BLACK ON WHITE","JANE","05","","CANADA GOOSE","29","21","61",12/27/2012,"27","12","2012",4,4.5,"104898958","","Y"
"1","07","8","0","01","3","",0,"0","02","2","","","","362",36.47139,"0941",-94.2825,"NECK COLLAR: MJ61 BLACK ON WHITE;","06569","","5","1720","Canada Goose","104898961",07/07/2009,"07","07","2009","SE",4.2,"52","","E","E","",10,"US","119",01/04/2012,"01","2012","0","119","2","","01","362",36.41667,"",,"0941",-94.25,"NECK COLLAR: MJ61 BLACK ON WHITE","JANE","05","","CANADA GOOSE","29","21","61",01/04/2012,"04","01","2012",3,3.58,"104898961","","Y"
"1","07","8","0","01","3","",0,"0","02","2","","","","362",36.44694,"0941",-94.28111,"NECK COLLAR: MJ87 BLACK ON WHITE;","06569","","4","1720","Canada Goose","104898987",07/07/2009,"07","07","2009","NW",33.4,"67","","Y","E","",10,"US","115",09/13/2009,"09","2009","0","115","3","","01","364",36.75,"",,"0944",-94.75,"NECK COLLAR: MJ87 BLACK ON WHITE","FAIRLAND","05","","CANADA GOOSE","40","21","61",09/13/2009,"13","09","2009",1,1.25,"104898987","","N"
"1","07","8","0","01","3","",0,"0","02","2","","","","362",36.44694,"0941",-94.28111,"NECK COLLAR: MJ89 BLACK ON WHITE;","06569","","5","1720","Canada Goose","104898989",07/07/2009,"07","07","2009","NW",33.4,"67","","E","E","",10,"US","115",09/10/2011,"09","2011","0","115","3","","01","364",36.75,"",,"0944",-94.75,"WHI/BLK","WYANDOTTE","05","","Unknown","40","21","07",09/10/2011,"10","09","2011",3,3.25,"104898989","","N"
"1","07","8","0","01","3","",0,"0","02","2","","","","362",36.44694,"0941",-94.28111,"NECK COLLAR: MJ91 BLACK ON WHITE;","06569","","4","1720","Canada Goose","104898991",07/07/2009,"07","07","2009","NW",33.4,"67","","N","E","",10,"US","115",09/11/2011,"09","2011","0","000","3","","01","364",36.75,"",,"0944",-94.75,"NECK COLLAR: MJ91 BLACK ON WHITE","FAIRLAND","05","","CANADA GOOSE","40","21","61",09/10/2011,"10","09","2011",3,3.25,"104898991","","N"
"1","07","8","0","01","3","",0,"0","02","2","","","","362",36.44694,"0941",-94.28111,"NECK COLLAR: MJ92 BLACK ON WHITE;","06569","","5","1720","Canada Goose","104898992",07/07/2009,"07","07","2009","E",67.1,"52","","Y","E","",10,"US","213",10/12/2010,"10","2010","0","213","2","","01","363",36.58333,"",,"0930",-93.08333,"WHI/BLK: MJ92","BRANSON","05","","Goose","29","21","07",10/10/2010,"10","10","2010",2,2.33,"104898992","","N"
"1","07","8","0","01","3","",0,"0","02","2","","","","362",36.44694,"0941",-94.28111,"NECK COLLAR: MJ98 BLACK ON WHITE;","06569","","4","1720","Canada Goose","104898998",07/07/2009,"07","07","2009","E",58,"52","","Y","E","",10,"US","213",10/12/2010,"10","2010","0","213","2","","01","363",36.58333,"",,"0931",-93.25,"WHI/BLK: MJ98","BRANSON","05","","Goose","29","21","07",10/10/2010,"10","10","2010",2,2.33,"104898998","","N"
"1","07","8","0","01","3","",10,"0","00","2","","","","351",35.25,"0931",-93.25,"","06569","","4","1720","Canada Goose","097888865",06/28/2002,"28","06","2002","N",438.7,"54","","N","E","Marked as deleted: no respond to fm letters;",10,"US","055",04/26/2009,"04","2009","0","","3","","01","411",41.25,"",,"0955",-95.91667,"","Omaha","05","","UNKNOWN","31","21","61",,"76","04","2009",99,,"097888865","","N"
"1","07","8","0","01","3","",10,"0","02","2","","","","352",35.41667,"0941",-94.25,"","06569","","4","1720","Canada Goose","097889372",06/20/2003,"20","06","2003","W",9.4,"67","","","","B#04256; C#3704",10,"US","000",09/12/2004,"09","2004","0","","3","","01","352",35.41667,"",,"0942",-94.41667,"","","03","","","40","21","06",09/11/2004,"11","09","2004",2,2.25,"097889372","","N"
"1","07","8","0","01","3","",10,"0","02","2","","","","352",35.41667,"0941",-94.25,"","06569","","5","1720","Canada Goose","097889377",06/20/2003,"20","06","2003","W",18.8,"67","","Y","E","",10,"US","135",01/17/2008,"01","2008","0","","3","","01","352",35.41667,"",,"0943",-94.58333,"","ROLAND","05","","CANADA GOOSE","40","21","61",01/17/2008,"17","01","2008",5,5.58,"097889377","","N"
"1","07","8","0","01","3","",10,"0","02","2","","","","352",35.41667,"0941",-94.25,"","06569","","4","1720","Canada Goose","097889305",06/20/2003,"20","06","2003","SW",14.9,"67","","","","B#03268; C#3903",10,"US","000",09/25/2003,"09","2003","0","","3","","01","351",35.25,"",,"0942",-94.41667,"","","03","","","40","21","06",09/20/2003,"20","09","2003",1,1.25,"097889305","","N"
"1","07","8","0","01","3","",10,"0","02","2","","","","352",35.41667,"0941",-94.25,"","06569","","4","1720","Canada Goose","097889323",06/20/2003,"20","06","2003","SW",36.4,"67","","","","B#05319; C#4505",10,"US","000",11/15/2005,"11","2005","0","","3","","29","350",35.08333,"",,"0944",-94.75,"","","07","","","40","21","01",11/06/2005,"06","11","2005",3,3.42,"097889323","","N"
